OBJECTID,Site_Description,Date_Sample_Collected,Result_Name,Result_Label
61668,Port Elliot Jetty,23/02/2026,Azadinium/Heterocapsa sp.,"2,000 Cells/L"
61669,Point Lowly Marina,22/12/2025,Karlodinium spp.,"1,000 Cells/L"
61670,Port Elliot Jetty,23/02/2026,Karlodinium spp.,500 Cells/L
61671,Point Lowly Marina,22/12/2025,Levanderina fissa,Detected in sample but not observed during cell counts
61672,Port Elliot Jetty,23/02/2026,Noctiluca scintillans,0 Cells/L
61673,Point Lowly Marina,22/12/2025,Margalefidinium (=Cochlodinium) sp.,0 Cells/L
61674,Port Elliot Jetty,23/02/2026,Prorocentrum lima,0 Cells/L
61675,Point Lowly Marina,22/12/2025,Takayama spp.,"5,500 Cells/L"
61676,Port Elliot Jetty,23/02/2026,Takayama spp.,Detected in sample but not observed during cell counts
61677,Point Lowly Marina,22/12/2025,Heterosigma akashiwo,"1,000 Cells/L"
61678,Port Elliot Jetty,23/02/2026,Lyngbya sp. (filaments),0 Cells/L
61679,Point Lowly Marina,22/12/2025,Lyngbya sp. (filaments),0 Cells/L
61680,Point Lowly Marina,22/12/2025,Oscillatoria sp. (filaments),500 Cells/L
61681,Port Elliot Jetty,23/02/2026,Oscillatoria sp. (filaments),0 Cells/L
61682,Point Lowly Marina,22/12/2025,Total Phytoplankton > 5 micrometres,"780,000 Cells/L"
61683,Port Elliot Jetty,23/02/2026,Phormidium sp. (filaments),0 Cells/L
61684,Point Lowly Marina,22/12/2025,Results Summary,"Planktonic diatoms (Chaetoceros, Dactyliosolen, Rhizosolenia) and small flagellates (including Karenia sp. with other dinoflagellates, cryptomonads, prasinophytes, ochromonads). Some sediment and organic detritus."
61685,Port Elliot Jetty,23/02/2026,Trichodesmium erythraeum (filaments),Detected in sample but not observed during cell counts
61686,Point Lowly Marina,22/12/2025,Potentially Harmful Species,Detected
61687,Port Elliot Jetty,23/02/2026,Total Phytoplankton > 5 micrometres,"1,200,000 Cells/L"
61688,Point Lowly Marina,17/11/2025,Pseudo-nitzschia delicatissima group,Detected in sample but not observed during cell counts
61689,Port Elliot Jetty,23/02/2026,Results Summary,"Benthic diatoms (Navicula) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads).  Very high levels of sediment and organic detritus."
61690,Point Lowly Marina,17/11/2025,Rhizosolenia imbricata group,500 Cells/L
61691,Port Elliot Jetty,23/02/2026,Potentially Harmful Species,Detected
61692,Port Elliot Jetty,9/02/2026,Alexandrium cf. tamutum,0 Cells/L
61693,Point Lowly Marina,17/11/2025,Azadinium/Heterocapsa sp.,500 Cells/L
61694,Port Elliot Jetty,9/02/2026,Alexandrium minutum,0 Cells/L
61695,Point Lowly Marina,17/11/2025,Gonyaulax spinifera,Detected in sample but not observed during cell counts
61696,Port Elliot Jetty,9/02/2026,Amphidinium carterae,0 Cells/L
61697,Point Lowly Marina,17/11/2025,Karenia longicanalis,0 Cells/L
61698,Port Elliot Jetty,9/02/2026,Azadinium/Heterocapsa sp.,Detected in sample but not observed during cell counts
61699,Point Lowly Marina,17/11/2025,Karenia mikimotoi,0 Cells/L
61700,Port Elliot Jetty,9/02/2026,Dinophysis caudata,0 Cells/L
61701,Point Lowly Marina,17/11/2025,Karenia papilionacea,0 Cells/L
61702,Port Elliot Jetty,9/02/2026,Gonyaulax spinifera,0 Cells/L
61703,Point Lowly Marina,17/11/2025,Karenia sp.,50 Cells/L
61704,Port Elliot Jetty,9/02/2026,Karenia cf. longicanalis,0 Cells/L
61705,Point Lowly Marina,17/11/2025,Karlodinium spp.,500 Cells/L
61706,Port Elliot Jetty,9/02/2026,Karenia mikimotoi,0 Cells/L
61707,Point Lowly Marina,17/11/2025,Prorocentrum cordatum,0 Cells/L
61708,Port Elliot Jetty,9/02/2026,Karenia sp.,0 Cells/L
61709,Point Lowly Marina,17/11/2025,Prorocentrum rhathymum,0 Cells/L
61710,Port Elliot Jetty,9/02/2026,Karlodinium spp.,0 Cells/L
61711,Point Lowly Marina,17/11/2025,Takayama spp.,Detected in sample but not observed during cell counts
61712,Port Elliot Jetty,9/02/2026,Levanderina fissa,0 Cells/L
61713,Port Elliot Jetty,9/02/2026,Margalefidinium (=Cochlodinium) sp.,0 Cells/L
61714,Port Elliot Jetty,9/02/2026,Noctiluca scintillans,0 Cells/L
61715,Point Lowly Marina,17/11/2025,Heterosigma akashiwo,0 Cells/L
61716,Port Elliot Jetty,9/02/2026,Prorocentrum lima,0 Cells/L
61717,Point Lowly Marina,17/11/2025,Phormidium sp. (filaments),0 Cells/L
61718,Port Elliot Jetty,9/02/2026,Takayama spp.,0 Cells/L
61719,Point Lowly Marina,17/11/2025,Total Phytoplankton > 5 micrometres,"170,000 Cells/L"
61720,Port Elliot Jetty,9/02/2026,Anabaena spp.,0 Cells/L
61721,Port Elliot Jetty,9/02/2026,Heterosigma akashiwo,Detected in sample but not observed during cell counts
61722,Point Lowly Marina,17/11/2025,Results Summary,"Mainly planktonic diatoms (Bacteriastrum, Chaetoceros, Eucampia, Rhizosolenia) with benthic diatoms (Cylindrotheca) and small flagellates (cryptomonads, dinoflagellates, ochromonads)."
61723,Port Elliot Jetty,9/02/2026,Nodularia sp. (filaments),0 Cells/L
61724,Point Lowly Marina,17/11/2025,Potentially Harmful Species,Detected
61725,Port Elliot Jetty,9/02/2026,Oscillatoria sp. (filaments),0 Cells/L
61726,Port Elliot Jetty,9/02/2026,Trichodesmium erythraeum (filaments),0 Cells/L
61727,Port Elliot Jetty,9/02/2026,Trichodesmium sp. (filaments),0 Cells/L
61728,Point Lowly Marina,26/11/2025,Karenia spp.,612 Cells/L
61729,Port Elliot Jetty,9/02/2026,Total Phytoplankton > 5 micrometres,"240,000 Cells/L"
61730,Point Lowly Marina,10/12/2025,Karenia spp.,195 Cells/L
61731,Port Elliot Jetty,9/02/2026,Results Summary,"Benthic diatoms (Cylindrotheca) and small flagellates (dinoflagellates, prasinophytes, ochromonads).  High levels of sediment and organic detritus."
61732,Point Lowly Marina,14/01/2026,Karenia spp.,203 Cells/L
61733,Point Lowly Marina,7/01/2026,Karenia spp.,"13,690 Cells/L"
61734,Point Lowly Marina,4/02/2026,Karenia spp.,0 Cells/L
61735,Port Elliot Jetty,9/02/2026,Potentially Harmful Species,Detected
61736,Point Lowly Marina,3/12/2025,Karenia spp.,84 Cells/L
61737,Point Lowly Marina,11/02/2026,Karenia spp.,0 Cells/L
61738,Point Lowly Marina,19/11/2025,Karenia spp.,235 Cells/L
61739,Port Elliot Jetty,26/01/2026,Pseudo-nitzschia brasiliana,"1,000 Cells/L"
61740,Point Lowly Marina,24/12/2025,Karenia spp.,"5,050 Cells/L"
61741,Port Elliot Jetty,26/01/2026,Pseudo-nitzschia cf. galaxiae,0 Cells/L
61742,Point Lowly Marina,28/01/2026,Karenia spp.,0 Cells/L
61743,Port Elliot Jetty,26/01/2026,Pseudo-nitzschia galaxiae,0 Cells/L
61744,Point Lowly Marina,18/02/2026,Karenia spp.,0 Cells/L
61745,Point Lowly Marina,21/01/2026,Karenia spp.,312 Cells/L
61746,Port Elliot Jetty,26/01/2026,Alexandrium pseudogonyaulax,0 Cells/L
61747,Point Lowly Marina,31/12/2025,Karenia spp.,"1,404 Cells/L"
61748,Port Elliot Jetty,26/01/2026,Azadinium/Heterocapsa sp.,0 Cells/L
61749,Port Elliot Jetty,26/01/2026,Dinophysis caudata,Detected in sample but not observed during cell counts
61750,Port Elliot Jetty,26/01/2026,Gonyaulax spinifera,0 Cells/L
61751,Point Lowly Marina,17/12/2025,Karenia spp.,"226,000 Cells/L"
61752,Port Elliot Jetty,26/01/2026,Karenia sp.,0 Cells/L
61753,Whyalla Jetty,12/09/2025,Azadinium/Heterocapsa sp.,500 Cells/L
61754,Port Elliot Jetty,26/01/2026,Karlodinium spp.,0 Cells/L
61755,Port Elliot Jetty,26/01/2026,Takayama spp.,0 Cells/L
61756,Whyalla Jetty,12/09/2025,Gonyaulax spinifera,Detected in sample but not observed during cell counts
61757,Port Elliot Jetty,26/01/2026,Anabaena spp. (filaments),0 Cells/L
61758,Port Elliot Jetty,26/01/2026,Dictyocha octonaria,Detected in sample but not observed during cell counts
61759,Whyalla Jetty,12/09/2025,Prorocentrum cordatum,500 Cells/L
61760,Port Elliot Jetty,26/01/2026,Heterosigma akashiwo,0 Cells/L
61761,Port Elliot Jetty,26/01/2026,Lyngbya sp. (filaments),0 Cells/L
61762,Whyalla Jetty,12/09/2025,Heterosigma akashiwo,500 Cells/L
61763,Port Elliot Jetty,26/01/2026,Oscillatoria sp. (filaments),Detected in sample but not observed during cell counts
61764,Port Elliot Jetty,26/01/2026,Phormidium sp. (filaments),0 Cells/L
61765,Whyalla Jetty,12/09/2025,Lyngbya sp. (filaments),500 Cells/L
61766,Port Elliot Jetty,26/01/2026,Trichodesmium erythraeum (filaments),0 Cells/L
61767,Whyalla Jetty,12/09/2025,Total Phytoplankton > 5 micrometres,"130,000 Cells/L"
61768,Port Elliot Jetty,26/01/2026,Trichodesmium sp. (filaments),0 Cells/L
61769,Whyalla Jetty,12/09/2025,Results Summary,"Benthic diatoms (Licmophora) and small flagellates (cryptomonads, dinoflagellates, ochromonads)."
61770,Port Elliot Jetty,26/01/2026,Total Phytoplankton > 5 micrometres,"230,000 Cells/L"
61771,Port Elliot Jetty,26/01/2026,Results Summary,"Benthic diatoms (Cylindrotheca) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, euglenoids, ochromonads).  High levels of sediment and organic detritus."
61772,Port Elliot Jetty,26/01/2026,Potentially Harmful Species,Detected
61773,Whyalla Jetty,12/09/2025,Potentially Harmful Species,Detected
61774,Port Elliot Jetty,29/12/2025,Alexandrium margalefii,0 Cells/L
61775,Port Elliot Jetty,29/12/2025,Alexandrium minutum,0 Cells/L
61776,Whyalla Jetty,3/10/2025,Pseudo-nitzschia fraudulenta/australis,Detected in sample but not observed during cell counts
61777,Port Elliot Jetty,29/12/2025,Amphidinium carterae,0 Cells/L
61778,Port Elliot Jetty,29/12/2025,Azadinium/Heterocapsa sp.,"2,500 Cells/L"
61779,Whyalla Jetty,3/10/2025,Azadinium/Heterocapsa sp.,"4,000 Cells/L"
61780,Port Elliot Jetty,29/12/2025,Dinophysis caudata,0 Cells/L
61781,Port Elliot Jetty,29/12/2025,Gonyaulax spinifera,Detected in sample but not observed during cell counts
61782,Whyalla Jetty,3/10/2025,Karenia sp.,200 Cells/L
61783,Port Elliot Jetty,29/12/2025,Karenia cf. longicanalis,0 Cells/L
61784,Port Elliot Jetty,29/12/2025,Karenia mikimotoi,0 Cells/L
61785,Port Elliot Jetty,29/12/2025,Karenia sp.,50 Cells/L
61786,Whyalla Jetty,3/10/2025,Karlodinium spp.,500 Cells/L
61787,Port Elliot Jetty,29/12/2025,Karlodinium spp.,0 Cells/L
61788,Port Elliot Jetty,29/12/2025,Margalefidinium (=Cochlodinium) sp.,0 Cells/L
61789,Port Elliot Jetty,29/12/2025,Phalacroma rotundatum,0 Cells/L
61790,Whyalla Jetty,3/10/2025,Prorocentrum rhathymum,Detected in sample but not observed during cell counts
61791,Port Elliot Jetty,29/12/2025,Takayama spp.,500 Cells/L
61792,Port Elliot Jetty,29/12/2025,Anabaena spp.,0 Cells/L
61793,Whyalla Jetty,3/10/2025,Total Phytoplankton > 5 micrometres,"180,000 Cells/L"
61794,Port Elliot Jetty,29/12/2025,Heterosigma akashiwo,"2,000 Cells/L"
61795,Whyalla Jetty,3/10/2025,Results Summary,"Benthic diatoms (Licmophora) and small flagellates (cryptomonads, dinoflagellates, ochromonads).  Some sediment and organic detritus."
61796,Port Elliot Jetty,29/12/2025,Lyngbya sp. (filaments),0 Cells/L
61797,Whyalla Jetty,3/10/2025,Potentially Harmful Species,Detected
61798,Port Elliot Jetty,29/12/2025,Oscillatoria sp. (filaments),0 Cells/L
61799,Port Elliot Jetty,29/12/2025,Phaeocystis sp. (cells),0 Cells/L
61800,Whyalla Jetty,5/01/2026,Akashiwo sanguinea,0 Cells/L
61801,Port Elliot Jetty,29/12/2025,Phormidium sp. (filaments),0 Cells/L
61802,Port Elliot Jetty,29/12/2025,Trichodesmium erythraeum (filaments),Detected in sample but not observed during cell counts
61803,Whyalla Jetty,5/01/2026,Alexandrium margalefii,0 Cells/L
61804,Port Elliot Jetty,29/12/2025,cf. Planktothrix sp. (filaments),0 Cells/L
61805,Whyalla Jetty,5/01/2026,Alexandrium ostenfeldii,0 Cells/L
61806,Port Elliot Jetty,29/12/2025,Total Phytoplankton > 5 micrometres,"1,100,000 Cells/L"
61807,Port Elliot Jetty,29/12/2025,Results Summary,"A mix of planktonic diatoms (Asterionellopsis), benthic diatoms (Cylindrotheca, Navicula) and small flagellates (cryptomonads, prymnesiophytes, euglenoids, ochromonads).  Very high levels of sediment and organic detritus."
61808,Whyalla Jetty,5/01/2026,Alexandrium sp.,0 Cells/L
61809,Port Elliot Jetty,29/12/2025,Potentially Harmful Species,Detected
61810,Whyalla Jetty,5/01/2026,Azadinium/Heterocapsa sp.,500 Cells/L
61811,Port Elliot Jetty,26/11/2025,Karenia spp.,33 Cells/L
61812,Whyalla Jetty,5/01/2026,Gonyaulax spinifera,0 Cells/L
61813,Whyalla Jetty,5/01/2026,Gymnodinium catenatum,0 Cells/L
61814,Port Elliot Jetty,10/12/2025,Karenia spp.,0 Cells/L
61815,Whyalla Jetty,5/01/2026,Karenia cf. longicanalis,50 Cells/L
61816,Port Elliot Jetty,3/12/2025,Karenia spp.,32 Cells/L
61817,Whyalla Jetty,5/01/2026,Karenia mikimotoi,0 Cells/L
61818,Port Elliot Jetty,19/11/2025,Karenia spp.,"2,714 Cells/L"
61819,Whyalla Jetty,5/01/2026,Karenia sp.,"9,000 Cells/L"
61820,Port Elliot Jetty,17/12/2025,Karenia spp.,0 Cells/L
61821,Arno Bay Jetty,9/02/2026,Pseudo-nitzschia delicatissima group,500 Cells/L
61822,Whyalla Jetty,5/01/2026,Karlodinium spp.,500 Cells/L
61823,Arno Bay Jetty,9/02/2026,Pseudo-nitzschia pungens/multiseries,"1,000 Cells/L"
61824,Whyalla Jetty,5/01/2026,Levanderina fissa,500 Cells/L
61825,Arno Bay Jetty,9/02/2026,Azadinium/Heterocapsa sp.,"1,500 Cells/L"
61826,Arno Bay Jetty,9/02/2026,Gonyaulax spinifera,500 Cells/L
61827,Whyalla Jetty,5/01/2026,Margalefidinium (=Cochlodinium) sp.,0 Cells/L
61828,Arno Bay Jetty,9/02/2026,Karlodinium spp.,500 Cells/L
61829,Whyalla Jetty,5/01/2026,Protoceratium reticulatum,0 Cells/L
61830,Arno Bay Jetty,9/02/2026,Oscillatoria sp. (filaments),Detected in sample but not observed during cell counts
61831,Whyalla Jetty,5/01/2026,Takayama spp.,Detected in sample but not observed during cell counts
61832,Arno Bay Jetty,9/02/2026,Total Phytoplankton > 5 micrometres,"340,000 Cells/L"
61833,Whyalla Jetty,5/01/2026,Heterosigma akashiwo,0 Cells/L
61834,Arno Bay Jetty,9/02/2026,Results Summary,"Benthic diatoms (Cylindrotheca, Entomoneis, Navicula, Nitzschia) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, prymnesiophytes, ochromonads).  High levels of sediment and organic detritus."
61835,Whyalla Jetty,5/01/2026,Lyngbya sp. (filaments),0 Cells/L
61836,Arno Bay Jetty,9/02/2026,Potentially Harmful Species,Detected
61837,Whyalla Jetty,5/01/2026,Oscillatoria sp. (filaments),Detected in sample but not observed during cell counts
61838,Arno Bay Jetty,9/09/2025,Pseudo-nitzschia delicatissima group,Detected in sample but not observed during cell counts
61839,Whyalla Jetty,5/01/2026,Total Phytoplankton > 5 micrometres,"750,000 Cells/L"
61840,Whyalla Jetty,5/01/2026,Results Summary,"Planktonic diatoms (Chaetoceros) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads).  High levels of sediment and organic detritus."
61841,Arno Bay Jetty,9/09/2025,Pseudo-nitzschia fraudulenta/australis,"3,500 Cells/L"
61842,Whyalla Jetty,5/01/2026,Potentially Harmful Species,Detected
61843,Whyalla Jetty,4/05/2026,Pseudo-nitzschia brasiliana,0 Cells/L
61844,Arno Bay Jetty,9/09/2025,Pseudo-nitzschia multistriata,Detected in sample but not observed during cell counts
61845,Whyalla Jetty,4/05/2026,Pseudo-nitzschia delicatissima group,0 Cells/L
61846,Arno Bay Jetty,9/09/2025,Rhizosolenia imbricata group,250 Cells/L
61847,Whyalla Jetty,4/05/2026,Rhizosolenia imbricata group,0 Cells/L
61848,Arno Bay Jetty,9/09/2025,Alexandrium margalefii,150 Cells/L
61849,Whyalla Jetty,4/05/2026,Akashiwo sanguinea,0 Cells/L
61850,Arno Bay Jetty,9/09/2025,Azadinium/Heterocapsa sp.,"8,500 Cells/L"
61851,Whyalla Jetty,4/05/2026,Alexandrium cf. australiense (= A. tamarense),0 Cells/L
61852,Arno Bay Jetty,9/09/2025,Karenia mikimotoi,"180,000 Cells/L"
61853,Arno Bay Jetty,9/09/2025,Karenia sp.,"210,000 Cells/L"
61854,Whyalla Jetty,4/05/2026,Alexandrium cf. pacificum (= A. catenella/fundyense),75 Cells/L
61855,Arno Bay Jetty,9/09/2025,Karlodinium spp.,"5,000 Cells/L"
61856,Whyalla Jetty,4/05/2026,Azadinium/Heterocapsa sp.,500 Cells/L
61857,Arno Bay Jetty,9/09/2025,Protoceratium reticulatum,500 Cells/L
61858,Whyalla Jetty,4/05/2026,Dinophysis caudata,50 Cells/L
61859,Arno Bay Jetty,9/09/2025,Takayama spp.,"1,500 Cells/L"
61860,Whyalla Jetty,4/05/2026,Karenia cf. longicanalis,50 Cells/L
61861,Arno Bay Jetty,9/09/2025,Phormidium sp. (filaments),Detected in sample but not observed during cell counts
61862,Whyalla Jetty,4/05/2026,Karenia mikimotoi,50 Cells/L
61863,Arno Bay Jetty,9/09/2025,Total Phytoplankton > 5 micrometres,"2,000,000 Cells/L"
61864,Whyalla Jetty,4/05/2026,Karenia spp.,0 Cells/L
61865,Arno Bay Jetty,9/09/2025,Results Summary,"A mix of planktonic diatoms (Chaetoceros, Skeletonema), benthic diatoms (Cylindrotheca, Haslea) and small flagellates (including high levels of Karenia sp. with prasinophytes, ochromonads).  High levels of sediment and organic detritus."
61866,Whyalla Jetty,4/05/2026,Karlodinium spp.,Detected in sample but not observed during cell counts
61867,Arno Bay Jetty,9/09/2025,Potentially Harmful Species,Detected
61868,Whyalla Jetty,4/05/2026,Prorocentrum cordatum,0 Cells/L
61869,Whyalla Jetty,4/05/2026,Prorocentrum lima,50 Cells/L
61870,Arno Bay Jetty,15/12/2025,Azadinium/Heterocapsa sp.,0 Cells/L
61871,Whyalla Jetty,4/05/2026,Pseudochattonella spp.,500 Cells/L
61872,Whyalla Jetty,4/05/2026,Total Phytoplankton > 5 micrometres,"250,000 Cells/L"
61873,Whyalla Jetty,4/05/2026,Results Summary,"A mix of planktonic diatoms (Chaetoceros), benthic diatoms (Navicula, Plagiotropis) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads). Some sediment and organic detritus."
61874,Arno Bay Jetty,15/12/2025,Gonyaulax spinifera,0 Cells/L
61875,Whyalla Jetty,4/05/2026,Potentially Harmful Species,Detected
61876,Arno Bay Jetty,15/12/2025,Karenia sp.,0 Cells/L
61877,Whyalla Jetty,15/12/2025,Rhizosolenia imbricata group,250 Cells/L
61878,Arno Bay Jetty,15/12/2025,Karlodinium spp.,0 Cells/L
61879,Arno Bay Jetty,15/12/2025,Total Phytoplankton > 5 micrometres,"300,000 Cells/L"
61880,Whyalla Jetty,15/12/2025,Gonyaulax spinifera,0 Cells/L
61881,Arno Bay Jetty,15/12/2025,Results Summary,"Benthic diatoms (Cylindrotheca, Navicula) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads).  Very high levels of sediment and organic detritus."
61882,Whyalla Jetty,15/12/2025,Karenia cf. longicanalis,200 Cells/L
61883,Arno Bay Jetty,15/12/2025,Potentially Harmful Species,Not Detected
61884,Whyalla Jetty,15/12/2025,Karenia mikimotoi,Detected in sample but not observed during cell counts
61885,Arno Bay Jetty,11/05/2026,Pseudo-nitzschia delicatissima group,0 Cells/L
61886,Whyalla Jetty,15/12/2025,Karenia sp.,"90,000 Cells/L"
61887,Arno Bay Jetty,11/05/2026,Akashiwo sanguinea,0 Cells/L
61888,Whyalla Jetty,15/12/2025,Karlodinium spp.,"2,000 Cells/L"
61889,Arno Bay Jetty,11/05/2026,Azadinium/Heterocapsa sp.,0 Cells/L
61890,Whyalla Jetty,15/12/2025,Takayama spp.,"4,000 Cells/L"
61891,Arno Bay Jetty,11/05/2026,Dinophysis caudata,0 Cells/L
61892,Whyalla Jetty,15/12/2025,Oscillatoria sp. (filaments),500 Cells/L
61893,Arno Bay Jetty,11/05/2026,Karenia cf. longicanalis,0 Cells/L
61894,Whyalla Jetty,15/12/2025,Phormidium sp. (filaments),"1,000 Cells/L"
61895,Arno Bay Jetty,11/05/2026,Karenia cf. mikimotoi (ant),0 Cells/L
61896,Whyalla Jetty,15/12/2025,Total Phytoplankton > 5 micrometres,"860,000 Cells/L"
61897,Arno Bay Jetty,11/05/2026,Karenia mikimotoi,0 Cells/L
61898,Whyalla Jetty,15/12/2025,Results Summary,"Planktonic diatoms (Leptocylindrus, Rhizosolenia) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads).  High levels of sediment and organic detritus."
61899,Arno Bay Jetty,11/05/2026,Karenia papilionacea,0 Cells/L
61900,Whyalla Jetty,15/12/2025,Potentially Harmful Species,Detected
61901,Arno Bay Jetty,11/05/2026,Karenia sp.,0 Cells/L
61902,Whyalla Jetty,23/03/2026,Akashiwo sanguinea,0 Cells/L
61903,Whyalla Jetty,23/03/2026,Alexandrium margalefii,50 Cells/L
61904,Arno Bay Jetty,11/05/2026,Karenia spp.,0 Cells/L
61905,Whyalla Jetty,23/03/2026,Azadinium/Heterocapsa sp.,"1,000 Cells/L"
61906,Arno Bay Jetty,11/05/2026,Karlodinium spp.,0 Cells/L
61907,Whyalla Jetty,23/03/2026,Gonyaulax spinifera,0 Cells/L
61908,Arno Bay Jetty,11/05/2026,Noctiluca scintillans,0 Cells/L
61909,Whyalla Jetty,23/03/2026,Prorocentrum cordatum,Detected in sample but not observed during cell counts
61910,Arno Bay Jetty,11/05/2026,Prorocentrum rhathymum,0 Cells/L
61911,Arno Bay Jetty,11/05/2026,Heterosigma akashiwo,0 Cells/L
61912,Whyalla Jetty,23/03/2026,Phormidium sp. (filaments),Detected in sample but not observed during cell counts
61913,Arno Bay Jetty,11/05/2026,Oscillatoria sp. (filaments),0 Cells/L
61914,Whyalla Jetty,23/03/2026,Trichodesmium erythraeum (filaments),Detected in sample but not observed during cell counts
61915,Arno Bay Jetty,11/05/2026,Total Phytoplankton > 5 micrometres,"130,000 Cells/L"
61916,Whyalla Jetty,23/03/2026,Total Phytoplankton > 5 micrometres,"800,000 Cells/L"
61917,Arno Bay Jetty,11/05/2026,Results Summary,"Mainly small flagellates (cryptomonads, dinoflagellates, prasinophytes, pedinellids). Some sediment and organic detritus."
61918,Whyalla Jetty,23/03/2026,Results Summary,"A mix of planktonic diatoms (Chaetoceros), benthic diatoms (Cylindrotheca) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads).  Some sediment and organic detritus."
61919,Arno Bay Jetty,11/05/2026,Potentially Harmful Species,Not Detected
61920,Whyalla Jetty,23/03/2026,Potentially Harmful Species,Detected
61921,Arno Bay Jetty,1/06/2026,Dinophysis caudata,50 Cells/L
61922,Whyalla Jetty,23/02/2026,Pseudo-nitzschia fraudulenta/australis,0 Cells/L
61923,Arno Bay Jetty,1/06/2026,Gonyaulax spinifera,0 Cells/L
61924,Whyalla Jetty,23/02/2026,Alexandrium sp.,50 Cells/L
61925,Arno Bay Jetty,1/06/2026,Karenia cf. mikimotoi (ant),0 Cells/L
61926,Whyalla Jetty,23/02/2026,Azadinium/Heterocapsa sp.,"1,000 Cells/L"
61927,Arno Bay Jetty,1/06/2026,Karenia mikimotoi,0 Cells/L
61928,Whyalla Jetty,23/02/2026,Karenia cf. longicanalis,0 Cells/L
61929,Arno Bay Jetty,1/06/2026,Karenia papilionacea,0 Cells/L
61930,Whyalla Jetty,23/02/2026,Karenia mikimotoi,0 Cells/L
61931,Arno Bay Jetty,1/06/2026,Karenia sp.,0 Cells/L
61932,Whyalla Jetty,23/02/2026,Karenia sp.,0 Cells/L
61933,Arno Bay Jetty,1/06/2026,Karenia spp.,Detected in sample but not observed during cell counts
61934,Whyalla Jetty,23/02/2026,Takayama spp.,0 Cells/L
61935,Whyalla Jetty,23/02/2026,Lyngbya sp. (filaments),0 Cells/L
61936,Arno Bay Jetty,1/06/2026,Prorocentrum rhathymum,0 Cells/L
61937,Whyalla Jetty,23/02/2026,Phormidium sp. (filaments),0 Cells/L
61938,Arno Bay Jetty,1/06/2026,Takayama spp.,"1,000 Cells/L"
61939,Arno Bay Jetty,1/06/2026,Total Phytoplankton > 5 micrometres,"600,000 Cells/L"
61940,Whyalla Jetty,23/02/2026,Trichodesmium erythraeum (filaments),0 Cells/L
61941,Arno Bay Jetty,1/06/2026,Results Summary,"Benthic diatoms (Amphora, Navicula) and small flagellates (cryptomonads, dinoflagellates, prasinophytes, ochromonads).  High levels of sediment and organic detritus."
61942,Whyalla Jetty,23/02/2026,Total Phytoplankton > 5 micrometres,"340,000 Cells/L"
61943,Arno Bay Jetty,1/06/2026,Potentially Harmful Species,Detected
61944,Whyalla Jetty,23/02/2026,Results Summary,"A mix of planktonic diatoms (Cyclophora), benthic diatoms (Cocconeis, Licmophora, Navicula, Nitzschia) and small flagellates (cryptomonads, dinoflagellates. ochromonads).  High levels of sediment and organic detritus."
61945,Arno Bay Jetty,13/10/2025,Azadinium/Heterocapsa sp.,"4,000 Cells/L"
61946,Whyalla Jetty,23/02/2026,Potentially Harmful Species,Detected
61947,Arno Bay Jetty,13/10/2025,Gonyaulax spinifera,0 Cells/L
61948,Whyalla Jetty,2/03/2026,Alexandrium pseudogonyaulax,0 Cells/L
61949,Whyalla Jetty,2/03/2026,Amphidinium carterae,500 Cells/L
61950,Arno Bay Jetty,13/10/2025,Karenia mikimotoi,350 Cells/L
61951,Whyalla Jetty,2/03/2026,Azadinium/Heterocapsa sp.,"1,000 Cells/L"
61952,Whyalla Jetty,2/03/2026,Prorocentrum cf. maculosum,50 Cells/L
61953,Arno Bay Jetty,13/10/2025,Karenia sp.,"4,400 Cells/L"
61954,Whyalla Jetty,2/03/2026,Prorocentrum emarginatum,50 Cells/L
61955,Whyalla Jetty,2/03/2026,Anabaena spp. (filaments),0 Cells/L
61956,Arno Bay Jetty,13/10/2025,Karlodinium spp.,0 Cells/L
61957,Whyalla Jetty,2/03/2026,Heterosigma akashiwo,500 Cells/L
61958,Arno Bay Jetty,13/10/2025,Prorocentrum rhathymum,0 Cells/L
61959,Whyalla Jetty,2/03/2026,Lyngbya sp. (filaments),0 Cells/L
61960,Whyalla Jetty,2/03/2026,Oscillatoria sp. (filaments),500 Cells/L
61961,Arno Bay Jetty,13/10/2025,Takayama spp.,Detected in sample but not observed during cell counts
61962,Whyalla Jetty,2/03/2026,Phormidium sp. (filaments),500 Cells/L
61963,Arno Bay Jetty,13/10/2025,Heterosigma akashiwo,0 Cells/L
61964,Whyalla Jetty,2/03/2026,Planktothrix sp. (filaments),500 Cells/L
61965,Arno Bay Jetty,13/10/2025,Trichodesmium erythraeum (filaments),0 Cells/L
61966,Arno Bay Jetty,13/10/2025,Total Phytoplankton > 5 micrometres,"1,100,000 Cells/L"
61967,Whyalla Jetty,2/03/2026,Total Phytoplankton > 5 micrometres,To be provided
